"SchoolYear","State","LEA_ID","LEA","Group","Description","Value","Value_Min","Value_Max","Denominator","Grade","Subject"
"2015-2016","OHIO",3904519,"Amherst Exempted Village",583,"Performance on Statewide Mathematics Assessment","60",60,60,328,"High School","Mathematics"
"2015-2016","OHIO",3904520,"Barnesville Exempted Village",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,84,"High School","Mathematics"
"2015-2016","OHIO",3904521,"Bluffton Exempted Village",583,"Performance on Statewide Mathematics Assessment","65-69",65,69,66,"High School","Mathematics"
"2015-2016","OHIO",3904522,"Bradford Exempted Village",583,"Performance on Statewide Mathematics Assessment","60-79",60,79,25,"High School","Mathematics"
"2015-2016","OHIO",3904523,"Bridgeport Exempted Village",583,"Performance on Statewide Mathematics Assessment","40-49",40,49,58,"High School","Mathematics"
"2015-2016","OHIO",3904524,"Harrison Hills City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,114,"High School","Mathematics"
"2015-2016","OHIO",3904525,"Caldwell Exempted Village",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,62,"High School","Mathematics"
"2015-2016","OHIO",3904526,"Carey Exempted Village",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,77,"High School","Mathematics"
"2015-2016","OHIO",3904527,"Carrollton Exempted Village",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,174,"High School","Mathematics"
"2015-2016","OHIO",3904528,"Chagrin Falls Exempted Village",583,"Performance on Statewide Mathematics Assessment","85-89",85,89,122,"High School","Mathematics"
"2015-2016","OHIO",3904529,"Chesapeake Union Exempted Village",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,101,"High School","Mathematics"
"2015-2016","OHIO",3904531,"Coldwater Exempted Village",583,"Performance on Statewide Mathematics Assessment","90-94",90,94,87,"High School","Mathematics"
"2015-2016","OHIO",3904532,"Columbiana Exempted Village",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,72,"High School","Mathematics"
"2015-2016","OHIO",3904533,"Covington Exempted Village",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,73,"High School","Mathematics"
"2015-2016","OHIO",3904535,"Crooksville Exempted Village",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,77,"High School","Mathematics"
"2015-2016","OHIO",3904536,"Fairport Harbor Exempted Village",583,"Performance on Statewide Mathematics Assessment","20-29",20,29,58,"High School","Mathematics"
"2015-2016","OHIO",3904537,"Georgetown Exempted Village",583,"Performance on Statewide Mathematics Assessment","65-69",65,69,61,"High School","Mathematics"
"2015-2016","OHIO",3904538,"Gibsonburg Exempted Village",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,69,"High School","Mathematics"
"2015-2016","OHIO",3904539,"Granville Exempted Village",583,"Performance on Statewide Mathematics Assessment","85-89",85,89,189,"High School","Mathematics"
"2015-2016","OHIO",3904540,"Greenfield Exempted Village",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,114,"High School","Mathematics"
"2015-2016","OHIO",3904541,"Hicksville Exempted Village",583,"Performance on Statewide Mathematics Assessment","70-74",70,74,72,"High School","Mathematics"
"2015-2016","OHIO",3904542,"Hubbard Exempted Village",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,139,"High School","Mathematics"
"2015-2016","OHIO",3904543,"Indian Hill Exempted Village",583,"Performance on Statewide Mathematics Assessment","70-74",70,74,88,"High School","Mathematics"
"2015-2016","OHIO",3904545,"Lisbon Exempted Village",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,68,"High School","Mathematics"
"2015-2016","OHIO",3904546,"Loudonville-Perrysville Exempted Village",583,"Performance on Statewide Mathematics Assessment","70-74",70,74,83,"High School","Mathematics"
"2015-2016","OHIO",3904547,"Marysville Exempted Village",583,"Performance on Statewide Mathematics Assessment","63",63,63,423,"High School","Mathematics"
"2015-2016","OHIO",3904548,"Mechanicsburg Exempted Village",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,64,"High School","Mathematics"
"2015-2016","OHIO",3904549,"Mentor Exempted Village",583,"Performance on Statewide Mathematics Assessment","60",60,60,595,"High School","Mathematics"
"2015-2016","OHIO",3904550,"Milford Exempted Village",583,"Performance on Statewide Mathematics Assessment","46",46,46,430,"High School","Mathematics"
"2015-2016","OHIO",3904551,"Milton-Union Exempted Village",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,107,"High School","Mathematics"
"2015-2016","OHIO",3904552,"Montpelier Exempted Village",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,74,"High School","Mathematics"
"2015-2016","OHIO",3904553,"Mount Gilead Exempted Village",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,85,"High School","Mathematics"
"2015-2016","OHIO",3904554,"Newcomerstown Exempted Village",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,79,"High School","Mathematics"
"2015-2016","OHIO",3904555,"New Richmond Exempted Village",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,165,"High School","Mathematics"
"2015-2016","OHIO",3904556,"Newton Falls Exempted Village",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,86,"High School","Mathematics"
"2015-2016","OHIO",3904557,"Paulding Exempted Village",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,97,"High School","Mathematics"
"2015-2016","OHIO",3904558,"Perrysburg Exempted Village",583,"Performance on Statewide Mathematics Assessment","74",74,74,311,"High School","Mathematics"
"2015-2016","OHIO",3904560,"Rossford Exempted Village",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,95,"High School","Mathematics"
"2015-2016","OHIO",3904561,"Tipp City Exempted Village",583,"Performance on Statewide Mathematics Assessment","70-74",70,74,142,"High School","Mathematics"
"2015-2016","OHIO",3904563,"Versailles Exempted Village",583,"Performance on Statewide Mathematics Assessment","80-84",80,84,121,"High School","Mathematics"
"2015-2016","OHIO",3904564,"Wauseon Exempted Village",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,128,"High School","Mathematics"
"2015-2016","OHIO",3904565,"Wellington Exempted Village",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,83,"High School","Mathematics"
"2015-2016","OHIO",3904566,"Windham Exempted Village",583,"Performance on Statewide Mathematics Assessment","30-39",30,39,40,"High School","Mathematics"
"2015-2016","OHIO",3904567,"Yellow Springs Exempted Village",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,63,"High School","Mathematics"
"2015-2016","OHIO",3904575,"Allen East Local",583,"Performance on Statewide Mathematics Assessment","80-89",80,89,33,"High School","Mathematics"
"2015-2016","OHIO",3904576,"Bath Local",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,151,"High School","Mathematics"
"2015-2016","OHIO",3904577,"Elida Local",583,"Performance on Statewide Mathematics Assessment","65-69",65,69,147,"High School","Mathematics"
"2015-2016","OHIO",3904578,"Perry Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,75,"High School","Mathematics"
"2015-2016","OHIO",3904579,"Shawnee Local",583,"Performance on Statewide Mathematics Assessment","75-79",75,79,164,"High School","Mathematics"
"2015-2016","OHIO",3904580,"Spencerville Local",583,"Performance on Statewide Mathematics Assessment","70-79",70,79,51,"High School","Mathematics"
"2015-2016","OHIO",3904582,"Hillsdale Local",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,64,"High School","Mathematics"
"2015-2016","OHIO",3904583,"Mapleton Local",583,"Performance on Statewide Mathematics Assessment","40-49",40,49,54,"High School","Mathematics"
"2015-2016","OHIO",3904585,"Buckeye Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,126,"High School","Mathematics"
"2015-2016","OHIO",3904586,"Grand Valley Local",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,104,"High School","Mathematics"
"2015-2016","OHIO",3904587,"Jefferson Area Local",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,108,"High School","Mathematics"
"2015-2016","OHIO",3904588,"Pymatuning Valley Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,98,"High School","Mathematics"
"2015-2016","OHIO",3904590,"Alexander Local",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,121,"High School","Mathematics"
"2015-2016","OHIO",3904591,"Federal Hocking Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,64,"High School","Mathematics"
"2015-2016","OHIO",3904592,"Trimble Local",583,"Performance on Statewide Mathematics Assessment","30-39",30,39,44,"High School","Mathematics"
"2015-2016","OHIO",3904594,"Minster Local",583,"Performance on Statewide Mathematics Assessment","GE95",95,100,63,"High School","Mathematics"
"2015-2016","OHIO",3904595,"New Bremen Local",583,"Performance on Statewide Mathematics Assessment","70-74",70,74,62,"High School","Mathematics"
"2015-2016","OHIO",3904596,"New Knoxville Local",583,"Performance on Statewide Mathematics Assessment","70-79",70,79,40,"High School","Mathematics"
"2015-2016","OHIO",3904597,"Waynesfield-Goshen Local",583,"Performance on Statewide Mathematics Assessment","60-79",60,79,27,"High School","Mathematics"
"2015-2016","OHIO",3904599,"St Clairsville-Richland City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,163,"High School","Mathematics"
"2015-2016","OHIO",3904600,"Shadyside Local",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,75,"High School","Mathematics"
"2015-2016","OHIO",3904601,"Union Local",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,118,"High School","Mathematics"
"2015-2016","OHIO",3904603,"Eastern Local",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,89,"High School","Mathematics"
"2015-2016","OHIO",3904604,"Fayetteville-Perry Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,100,"High School","Mathematics"
"2015-2016","OHIO",3904606,"Western Brown Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,237,"High School","Mathematics"
"2015-2016","OHIO",3904607,"Ripley-Union-Lewis-Huntington Local",583,"Performance on Statewide Mathematics Assessment","30-39",30,39,51,"High School","Mathematics"
"2015-2016","OHIO",3904609,"Edgewood City",583,"Performance on Statewide Mathematics Assessment","44",44,44,308,"High School","Mathematics"
"2015-2016","OHIO",3904610,"Fairfield City",583,"Performance on Statewide Mathematics Assessment","55",55,55,777,"High School","Mathematics"
"2015-2016","OHIO",3904611,"Lakota Local",583,"Performance on Statewide Mathematics Assessment","73",73,73,1257,"High School","Mathematics"
"2015-2016","OHIO",3904612,"Madison Local",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,101,"High School","Mathematics"
"2015-2016","OHIO",3904613,"New Miami Local",583,"Performance on Statewide Mathematics Assessment","11-19",11,19,47,"High School","Mathematics"
"2015-2016","OHIO",3904614,"Ross Local",583,"Performance on Statewide Mathematics Assessment","75-79",75,79,178,"High School","Mathematics"
"2015-2016","OHIO",3904615,"Talawanda City",583,"Performance on Statewide Mathematics Assessment","70-74",70,74,199,"High School","Mathematics"
"2015-2016","OHIO",3904617,"Brown Local",583,"Performance on Statewide Mathematics Assessment","40-49",40,49,35,"High School","Mathematics"
"2015-2016","OHIO",3904619,"Graham Local",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,149,"High School","Mathematics"
"2015-2016","OHIO",3904620,"Triad Local",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,64,"High School","Mathematics"
"2015-2016","OHIO",3904621,"West Liberty-Salem Local",583,"Performance on Statewide Mathematics Assessment","75-79",75,79,66,"High School","Mathematics"
"2015-2016","OHIO",3904623,"Greenon Local",583,"Performance on Statewide Mathematics Assessment","90-94",90,94,67,"High School","Mathematics"
"2015-2016","OHIO",3904624,"Tecumseh Local",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,242,"High School","Mathematics"
"2015-2016","OHIO",3904625,"Northeastern Local",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,231,"High School","Mathematics"
"2015-2016","OHIO",3904626,"Northwestern Local",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,148,"High School","Mathematics"
"2015-2016","OHIO",3904627,"Southeastern Local",583,"Performance on Statewide Mathematics Assessment","60-69",60,69,55,"High School","Mathematics"
"2015-2016","OHIO",3904628,"Clark-Shawnee Local",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,191,"High School","Mathematics"
"2015-2016","OHIO",3904630,"Batavia Local",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,144,"High School","Mathematics"
"2015-2016","OHIO",3904631,"Bethel-Tate Local",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,115,"High School","Mathematics"
"2015-2016","OHIO",3904632,"Clermont Northeastern Local",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,101,"High School","Mathematics"
"2015-2016","OHIO",3904633,"Felicity-Franklin Local",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,81,"High School","Mathematics"
"2015-2016","OHIO",3904634,"Goshen Local",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,205,"High School","Mathematics"
"2015-2016","OHIO",3904635,"West Clermont Local",583,"Performance on Statewide Mathematics Assessment","34",34,34,531,"High School","Mathematics"
"2015-2016","OHIO",3904636,"Williamsburg Local",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,76,"High School","Mathematics"
"2015-2016","OHIO",3904638,"Blanchester Local",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,105,"High School","Mathematics"
